time_days,grat_truth_day,grat_matched_day,orat_truth_day,orat_matched_day,wrat_truth_day,wrat_matched_day
789.0,720143.1280647794,722459.289384754,3179.74589856,3179.74589856,2.970479062538807e-18,0.0
820.0,720011.8858494919,721819.046727709,3179.74589856,3179.74589856,6.94241684969253e-17,0.0
850.0,719962.9740679549,721361.3454671869,3179.74589856,3179.74589856,1.2039770950275352e-16,3.592450764438984e-18
881.0,720023.6119050459,721067.098739297,3179.74589856,3179.74589856,9.000926466446867e-17,0.0
911.0,720238.1888701458,720975.2091851926,3179.74589856,3179.74589856,0.0,0.0
942.0,720739.472182342,721156.0562828504,3179.74589856,3179.74589856,1.5113281589972787e-16,0.0
973.0,721719.0967385735,721761.3644222774,3179.74589856,3179.74589856,0.0,0.0
1003.0,723425.4803190137,722988.6474772092,3179.74589856,3179.74589856,0.0,3.088009294536072e-17
1034.0,726613.1795809915,725430.3329309326,3179.74589856,3179.74589856,0.0,2.21012214640646e-17
1064.0,732267.6206955503,729701.7099743688,3179.74589856,3179.74589856,0.0,0.0
1095.0,743729.2963396559,738094.8202043123,3179.74589856,3179.74589856,2.815944669524653e-18,0.0
1126.0,763749.9369152543,754301.6692154105,3179.74589856,3179.74589856,0.0,0.0
1154.0,787377.7699372503,777944.0992702537,3179.74589856,3179.74589856,0.0,4.1883212572727765e-16
1185.0,830991.1419007634,816932.879419216,3179.74589856,3179.74589856,0.0,1.0046547814432543e-18
1215.0,874906.8142085647,865866.6918916433,3179.74589856,3179.74589856,0.0,1.9226813017058657e-16
1246.0,1.0520979768635666e6,1.0785735603481554e6,3179.74589856,3179.74589856,1.2071198583436026e-18,1.4021144347447175e-18
1276.0,1.3393006677130351e6,1.5643556793603401e6,3179.74589856,3179.74589856,3.3679454061996896e-19,5.3203079562030235e-18
1307.0,2.214161819761661e6,2.8051768033690695e6,3179.74589856,3179.74589856,4.472919394357953e-24,0.0
1338.0,2.9823140211277176e6,3.3722659827669403e6,3179.74589856,3179.74589856,6.11665522841215e-29,0.0
1368.0,3.280012535602033e6,3.520483799871931e6,3179.74589856,3179.74589856,5.505031252466545e-34,0.0
1399.0,3.575430596102852e6,3.7354077126942035e6,3179.74589856,3179.74589856,3.9261766896277005e-39,0.0
1429.0,3.89241404132386e6,4.03753741432569e6,3179.74589856,3179.74589856,2.3579758294910217e-44,0.0
1460.0,4.1821423334143064e6,4.342582464982339e6,3179.74589856,3179.74589856,1.0788663561679231e-49,8.445066094413802e-7
1491.0,4.430810972833338e6,4.520528140546963e6,3179.74589856,3149.402304402127,3.7884047286095806e-55,2.5245225748514397e-6
1519.0,4.530736671710065e6,4.4368856120448e6,3137.2644615097024,3044.192823442086,3.8611947730241276e-7,3.188040754678217e-6
1550.0,4.457744146469193e6,4.3816593383313455e6,3015.1630809822836,2928.4804320598305,1.1149766560707628e-6,3.7540365453250738e-6
1580.0,4.4204374491066e6,4.3370191475265315e6,2888.8741687076094,2820.6922531669784,1.6881519902349872e-6,4.2420208541110586e-6
1611.0,4.381445040790046e6,4.290195097150948e6,2765.4131664737806,2717.87357675394,2.24683641158351e-6,4.711598802767029e-6
1641.0,4.334866077914864e6,4.239988200277937e6,2663.954659109699,2632.8481808353345,2.7548072610158732e-6,5.131566049436993e-6
1672.0,4.283211622904588e6,4.188827423613884e6,2570.526393935444,2553.0616748628386,3.2465587526196066e-6,5.5299364319545535e-6
1703.0,4.230530107532732e6,4.14556894358418e6,2485.6933346631113,2474.2154761682004,3.7047828740230016e-6,5.888706650825974e-6
1733.0,4.179810463707261e6,4.103956863088784e6,2410.6260457659805,2403.8738783333715,4.116151158092137e-6,6.211078019007523e-6
1764.0,4.128508383099497e6,4.0615067803788325e6,2339.36924685036,2337.168126476438,4.509038997042556e-6,6.519125884142215e-6
1794.0,4.0876186212531123e6,4.0262208674714556e6,2278.6463675508307,2280.093334242269,4.874008068615658e-6,6.808322825773106e-6
1825.0,4.053726058422236e6,3.9975549474966987e6,2222.69722708415,2227.2725258209325,5.2402038235020875e-6,7.106424418240448e-6
1856.0,4.0190853878180776e6,3.96562508159962e6,2171.165743932853,2178.801523701221,5.576389631725256e-6,7.3837459830197585e-6
1884.0,3.9891162656916394e6,3.9359976117709847e6,2127.365909897886,2136.4998306742114,5.856122148215396e-6,7.617413144237811e-6
1915.0,3.956270504913377e6,3.9024516835558354e6,2081.663400735794,2091.565520143903,6.1442241773865955e-6,7.85677020628771e-6
1945.0,3.9248214141574493e6,3.8635702258558716e6,2040.2358907327464,2056.1427852519814,6.402324445454862e-6,8.063254009030888e-6
1976.0,3.8928970524582933e6,3.8287339445165414e6,1999.7690911318393,2019.7191017244477,6.650601172612525e-6,8.26134723735438e-6
2006.0,3.862572955599397e6,3.798250141757062e6,1962.5939472942202,1984.8996932819982,6.874992586933876e-6,8.441274046346001e-6
2037.0,3.825953291408337e6,3.7674621903540455e6,1928.7966174041405,1950.8902155447952,7.088338999778793e-6,8.614464623599208e-6
2068.0,3.790332154974679e6,3.748741911515263e6,1895.8699968014648,1913.315718964273,7.285051064641472e-6,8.776041235000581e-6
2098.0,3.7587347153070625e6,3.7344686684233863e6,1865.7116733801295,1875.8863517454147,7.459394528594241e-6,8.92606575614812e-6
2129.0,3.728462680904707e6,3.7181634616848184e6,1835.439662762536,1839.2610356830926,7.6280411945401925e-6,9.072869736333545e-6
2159.0,3.7085942971880566e6,3.7020972319440558e6,1803.7545603568014,1806.3173226640026,7.780166181329882e-6,9.203775663231609e-6
2190.0,3.6953560555836246e6,3.6875977717673937e6,1768.9154185107245,1773.9981803621706,7.929164525401545e-6,9.327216656686795e-6
2221.0,3.680528088060979e6,3.667250685163691e6,1735.9055501070322,1746.07118193789,8.071059577136642e-6,9.442641775860723e-6
2249.0,3.6646756450217706e6,3.6453887122418606e6,1708.5826086656384,1723.5498074333225,8.191897322415646e-6,9.541317730137111e-6
2280.0,3.6423972613692307e6,3.6243147271877346e6,1682.1375804121346,1698.6565592226593,8.317522694804906e-6,9.643615715451691e-6
2310.0,3.618497372600254e6,3.604478977201246e6,1659.6063501763065,1675.7068181760476,8.429996831710141e-6,9.736266078303362e-6
2341.0,3.5946413224338708e6,3.5839173103395435e6,1638.17776644836,1653.166486987941,8.536494247498816e-6,9.826569956906636e-6
2371.0,3.573625820633031e6,3.5761021432968564e6,1618.2991026773527,1626.5033690140747,8.631638532894939e-6,9.909569783167906e-6
2402.0,3.5543485686713886e6,3.5721167379819015e6,1598.3232824072138,1596.8926828212243,8.722675338414096e-6,9.993609332460965e-6
2433.0,3.5332952139390158e6,3.566306097713263e6,1581.270186150213,1568.021980193863,8.805570982423663e-6,1.0075831639280854e-5
2463.0,3.518301261430005e6,3.554368767212837e6,1563.1804576267439,1544.126980267569,8.881466881002292e-6,1.0150693795132223e-5
2494.0,3.507348686774812e6,3.5368594196014134e6,1542.7127943857156,1523.7452217271775,8.957373528199447e-6,1.0221518895550193e-5
2524.0,3.497117213959274e6,3.5160752843312155e6,1522.8282836623891,1507.260467522958,9.029181589749271e-6,1.028496470782014e-5
2555.0,3.484682172680584e6,3.4945705445943773e6,1503.4805197813425,1492.1712219482552,9.101059231065458e-6,1.034443743830069e-5
2586.0,3.472864247379453e6,3.476470673478536e6,1484.3026830522958,1478.0885097526411,9.170244005798443e-6,1.039654515892709e-5
2614.0,3.4722081976885223e6,3.4636150650545782e6,1463.7703118204831,1465.233163213294,9.227416507463533e-6,1.043923560830457e-5
2645.0,3.4754921841092473e6,3.456194728602044e6,1439.1369890613432,1449.8098017890743,9.289576297861808e-6,1.0481096314263097e-5
2675.0,3.477746624449493e6,3.456372854105226e6,1415.5427746209905,1432.7842190788372,9.349064492013475e-6,1.0517839152640698e-5
2706.0,3.476254842804422e6,3.464964560260501e6,1393.2382378614172,1412.5697923795503,9.408608993788289e-6,1.055222169237459e-5
2736.0,3.4724651243362506e6,3.4768012776512224e6,1373.7892087419157,1390.5730130347652,9.462482100995144e-6,1.0586497321491683e-5
2767.0,3.4688592143604076e6,3.48967497306765e6,1354.8459603531853,1366.8066908101937,9.513839988556178e-6,1.0622739975073139e-5
2798.0,3.4692861520994543e6,3.5005588776815976e6,1335.4195557263552,1343.0679313814126,9.560750006112625e-6,1.0660073949768034e-5
2828.0,3.4704749172916207e6,3.507235279832784e6,1316.6828130813362,1320.7662621730005,9.604288884723578e-6,1.06976875991434e-5
2859.0,3.472001165114199e6,3.5108100943655907e6,1297.7117592706436,1299.3680056526043,9.647210872962895e-6,1.0735520504629257e-5
2889.0,3.472913009778963e6,3.512298011423546e6,1280.140989048109,1280.1899681317147,9.686793968313067e-6,1.077016045859962e-5
2920.0,3.474966921564944e6,3.5134425282832594e6,1262.5888830615559,1261.7946147361615,9.724408275152352e-6,1.0802868176228434e-5
2951.0,3.4784075687033804e6,3.5153488948633233e6,1244.9369728753734,1244.2306770575692,9.76012207395556e-6,1.0832701330802556e-5
2979.0,3.4819384583931114e6,3.5175899909493066e6,1229.0212129799986,1228.5909083909742,9.791342468061036e-6,1.0858256122498773e-5
3010.0,3.4862740375174712e6,3.521040151114682e6,1211.9243506476726,1211.6289682135794,9.823773869633401e-6,1.0884567067195261e-5
3040.0,3.4911464419529405e6,3.525286566609782e6,1195.8462058228088,1195.5061401452867,9.85296894113005e-6,1.090828215344706e-5
3071.0,3.4970273184379977e6,3.5310655502179796e6,1179.4574571549958,1178.4133558008039,9.881345530290922e-6,1.0931902877210148e-5
3101.0,3.5038451337393583e6,3.542536746333422e6,1163.4295597896164,1159.3224609379095,9.9076190977368e-6,1.095387441178023e-5
3132.0,3.5106262898461167e6,3.5536595729701947e6,1146.7268667171427,1139.004704874422,9.934869617595151e-6,1.0977562646924418e-5
3163.0,3.5173886698494065e6,3.56415680727809e6,1130.3090776561453,1119.5148423425321,9.9611184663427e-6,1.0999887387116373e-5
3193.0,3.5243625408316758e6,3.573622887256688e6,1114.7372700079607,1101.4773303811658,9.985091426869818e-6,1.1020262548246312e-5
3224.0,3.532090254665433e6,3.5820888528888053e6,1098.7687037517044,1083.5745061415332,1.0008756399985042e-5,1.1040683471417453e-5
3254.0,3.5399048991466444e6,3.589162351737311e6,1083.3647120739063,1067.117371782792,1.0030897756363597e-5,1.1059516331602667e-5
3285.0,3.5481677256711978e6,3.5950046947345864e6,1067.5092631138214,1051.2284282407784,1.0053130264866682e-5,1.1077951631538178e-5
3316.0,3.5572540934120435e6,3.5992293336243415e6,1051.9822699726842,1036.553631975164,1.0073687513664268e-5,1.1095360628813548e-5
3344.0,3.5659102396939816e6,3.601565328341626e6,1038.2146877749603,1024.1973152738983,1.00911327001373e-5,1.1110487986609937e-5
3375.0,3.574843303724053e6,3.6022585181265026e6,1023.2657755405729,1011.4252502306655,1.011019401517596e-5,1.1126849975546986e-5
3405.0,3.5822362988889217e6,3.6011888501527603e6,1009.0884314624873,999.7626220863483,1.0128891775266132e-5,1.1142484445068602e-5
3436.0,3.5852945180645697e6,3.5983505438970784e6,996.0098510383319,988.3134522597802,1.0148928004645695e-5,1.1158535970441186e-5
3466.0,3.5869626716903835e6,3.5943605058250017e6,984.2511532255824,977.7804263056559,1.0167504067502974e-5,1.1173740490531971e-5
3497.0,3.588681499365451e6,3.589182508237885e6,972.3974427047098,967.4163100622212,1.018588756724896e-5,1.1189029774553175e-5
3528.0,3.59060384260548e6,3.5828855376806124e6,960.634950852614,957.7022757242088,1.0203650640404828e-5,1.1203777948764042e-5
3558.0,3.592490899752256e6,3.5756625109470463e6,949.2974921592072,949.0277899163685,1.0220457379627033e-5,1.1217459966900639e-5
3589.0,3.5943300059434427e6,3.567616389475219e6,937.6898763645797,940.4858280473659,1.0237441161072825e-5,1.12310565654121e-5
3619.0,3.59591963937277e6,3.5592833483148045e6,926.679950757308,932.5084344553887,1.0253387736870224e-5,1.1243818676301873e-5
3650.0,3.5963081769894413e6,3.550126924069816e6,915.5697329347813,924.5485951731199,1.0270082267714073e-5,1.1256604964045022e-5
